route_id,mode_transport,route_short_name,route_type
IDFM:C02663,Bus,4536,3
IDFM:C02661,Bus,Soir,3
IDFM:C02461,Bus,4524,3
IDFM:C02397,Bus,4520,3
IDFM:C01810,Bus,9118,3
IDFM:C01663,Bus,4502,3
IDFM:C01565,Bus,4504,3
IDFM:C01498,Bus,4533,3
IDFM:C01497,Bus,4534,3
IDFM:C01495,Bus,4531,3
IDFM:C01306,Bus,366,3
IDFM:C00691,Bus,4503,3
IDFM:C01305,Bus,361,3
IDFM:C00689,Bus,9115,3
IDFM:C01085,Bus,42,3
IDFM:C00684,Bus,4522,3
IDFM:C00683,Bus,4521,3
IDFM:C00679,Bus,4542,3
IDFM:C00670,Bus,4518,3
IDFM:C00666,Bus,4505,3
IDFM:C01304,Bus,360,3
IDFM:C00664,Bus,4523,3
IDFM:C00663,Bus,4541,3
IDFM:C01303,Bus,356,3
IDFM:C01289,Bus,330,3
IDFM:C01294,Bus,341,3
IDFM:C00662,Bus,4540,3
IDFM:C00103,Bus,4510,3
IDFM:C00090,Bus,4501,3
IDFM:C00089,Bus,4514,3
IDFM:C00087,Bus,4512,3
IDFM:C00086,Bus,4511,3
IDFM:C01295,Bus,346,3
IDFM:C01298,Bus,350,3
IDFM:C01299,Bus,351,3
IDFM:C02668,Bus,N72,3
IDFM:C01288,Bus,325,3
IDFM:C01200,Bus,179,3
IDFM:C00627,Bus,2223,3
IDFM:C01186,Bus,164,3
IDFM:C00533,Bus,5340,3
IDFM:C01313,Bus,385,3
IDFM:C01316,Bus,390,3
IDFM:C01271,Bus,299,3
IDFM:C01184,Bus,162,3
IDFM:C01735,Bus,1305,3
IDFM:C01270,Bus,297,3
IDFM:C01268,Bus,294,3
IDFM:C00633,Bus,2253,3
IDFM:C00634,Bus,2220,3
IDFM:C00480,Bus,CitéVal N,3
IDFM:C00481,Bus,CitéVal S,3
IDFM:C01267,Bus,292,3
IDFM:C01319,Bus,394,3
IDFM:C01320,Bus,395,3
IDFM:C00631,Bus,2292,3
IDFM:C01265,Bus,290,3
IDFM:C02267,Bus,T'bus 3,3
IDFM:C01322,Bus,399,3
IDFM:C01264,Bus,289,3
IDFM:C01423,Bus,1,3
IDFM:C01331,Bus,TILLBUS,3
IDFM:C01576,Bus,604,3
IDFM:C01262,Bus,285,3
IDFM:C01340,Bus,AS,3
IDFM:C01102,Bus,66,3
IDFM:C01254,Bus,272,3
IDFM:C01176,Bus,152,3
IDFM:C01175,Bus,151,3
IDFM:C01198,Bus,177,3
IDFM:C01804,Bus,1515,3
IDFM:C01174,Bus,150,3
IDFM:C01255,Bus,274,3
IDFM:C01130,Bus,101,3
IDFM:C01137,Bus,108,3
IDFM:C01139,Bus,110,3
IDFM:C01140,Bus,111,3
IDFM:C00378,Bus,4117,3
IDFM:C00356,Bus,4118,3
IDFM:C01143,Bus,114,3
IDFM:C00394,Bus,1102,3
IDFM:C01147,Bus,118,3
IDFM:C00629,Bus,2226,3
IDFM:C01473,Bus,2,3
IDFM:C01156,Bus,127,3
IDFM:C01219,Bus,201,3
IDFM:C01274,Bus,303,3
IDFM:C00306,Bus,34,3
IDFM:C02423,Bus,M,3
IDFM:C01208,Bus,187,3
IDFM:C02497,Bus,E,3
IDFM:C02498,Bus,Y,3
IDFM:C02499,Bus,Z,3
IDFM:C01635,Bus,N151,3
IDFM:C01218,Bus,199,3
IDFM:C01217,Bus,197,3
IDFM:C01216,Bus,196,3
IDFM:C01215,Bus,195,3
IDFM:C02016,Bus,2231,3
IDFM:C01214,Bus,194,3
IDFM:C01710,Bus,487,3
IDFM:C01123,Bus,92,3
IDFM:C01213,Bus,192,3
IDFM:C02673,Bus,2254,3
IDFM:C01212,Bus,191,3
IDFM:C01211,Bus,190,3
IDFM:C01148,Bus,119,3
IDFM:C01210,Bus,189,3
IDFM:C01152,Bus,123,3
IDFM:C00620,Bus,2251,3
IDFM:C01821,Bus,486,3
IDFM:C01315,Bus,389,3
IDFM:C02399,Bus,4579,3
IDFM:C00420,Bus,6287,3
IDFM:C02528,Tram,T10,0
IDFM:C01141,Bus,112,3
IDFM:C01015,Bus,4343,3
IDFM:C01017,Bus,4346,3
IDFM:C00908,Bus,2310,3
IDFM:C00920,Bus,2418,3
IDFM:C00153,Bus,18s,3
IDFM:C00421,Bus,5201,3
IDFM:C01953,Bus,5249,3
IDFM:C01955,Bus,5379,3
IDFM:C01058,Bus,3139,3
IDFM:C01823,Bus,Filéo SP,3
IDFM:C01779,Bus,2171,3
IDFM:C00625,Bus,2221,3
IDFM:C00486,Bus,1521,3
IDFM:C00232,Bus,R5,3
IDFM:C00235,Bus,R110,3
IDFM:C00236,Bus,R111,3
IDFM:C00237,Bus,R112,3
IDFM:C00238,Bus,R113,3
IDFM:C00241,Bus,R106,3
IDFM:C00226,Bus,R117,3
IDFM:C00264,Bus,9501,3
IDFM:C00877,Bus,3607,3
IDFM:C00223,Bus,EX 93,3
IDFM:C01602,Bus,5420,3
IDFM:C00891,Bus,3611,3
IDFM:C01033,Bus,5435,3
IDFM:C00209,Bus,32,3
IDFM:C00760,Bus,5491,3
IDFM:C00609,Bus,22,3
IDFM:C00758,Bus,5489,3
IDFM:C00610,Bus,23,3
IDFM:C01802,Bus,1516,3
IDFM:C00613,Bus,24 S,3
IDFM:C00615,Bus,35,3
IDFM:C01712,Bus,Filéo SF,3
IDFM:C01815,Bus,32 ZA,3
IDFM:C01511,Bus,3315,3
IDFM:C01442,Bus,3307,3
IDFM:C01441,Bus,3306,3
IDFM:C01439,Bus,3305,3
IDFM:C00892,Bus,3651,3
IDFM:C01438,Bus,3310,3
IDFM:C00893,Bus,3652,3
IDFM:C02059,Bus,27,3
IDFM:C02165,Bus,11.5,3
IDFM:C02601,Bus,R121,3
IDFM:C00485,Bus,1520,3
IDFM:C00201,Bus,2119,3
IDFM:C00203,Bus,2122,3
IDFM:C00221,Bus,2127,3
IDFM:C00225,Bus,2176,3
IDFM:C02721,Bus,3418,3
IDFM:C02687,Bus,3417,3
IDFM:C02612,Bus,3452,3
IDFM:C00465,Bus,1519,3
IDFM:C00247,Bus,2103,3
IDFM:C02290,Bus,3426,3
IDFM:C02289,Bus,3427,3
IDFM:C02287,Bus,3425,3
IDFM:C02279,Bus,3423,3
IDFM:C02278,Bus,3420,3
IDFM:C02202,Bus,3411,3
IDFM:C00250,Bus,2107,3
IDFM:C00251,Bus,2108,3
IDFM:C00252,Bus,2109,3
IDFM:C00254,Bus,2111,3
IDFM:C00260,Bus,2163,3
IDFM:C00658,Bus,2130,3
IDFM:C00660,Bus,2169,3
IDFM:C01777,Bus,2168,3
IDFM:C02692,Bus,2150,3
IDFM:C02693,Bus,2151,3
IDFM:C02694,Bus,2152,3
IDFM:C02695,Bus,2153,3
IDFM:C02696,Bus,2154,3
IDFM:C02697,Bus,2155,3
IDFM:C02698,Bus,2156,3
IDFM:C02699,Bus,2158,3
IDFM:C02700,Bus,2159,3
IDFM:C01448,Bus,3430,3
IDFM:C02701,Bus,2160,3
IDFM:C02702,Bus,2161,3
IDFM:C02703,Bus,2162,3
IDFM:C02708,Bus,2157,3
IDFM:C01452,Bus,3240,3
IDFM:C01453,Bus,3241,3
IDFM:C01454,Bus,3243,3
IDFM:C01455,Bus,3244,3
IDFM:C01447,Bus,3436,3
IDFM:C01457,Bus,3242,3
IDFM:C01459,Bus,3256,3
IDFM:C01461,Bus,3250,3
IDFM:C01462,Bus,3257,3
IDFM:C01463,Bus,3258,3
IDFM:C01467,Bus,3252,3
IDFM:C01468,Bus,3253,3
IDFM:C01469,Bus,3260,3
IDFM:C01445,Bus,3434,3
IDFM:C02272,Bus,3661,3
IDFM:C00632,Bus,2234,3
IDFM:C01501,Bus,3251,3
IDFM:C01502,Bus,3262,3
IDFM:C01503,Bus,3215,3
IDFM:C01504,Bus,3261,3
IDFM:C01506,Bus,3218,3
IDFM:C01507,Bus,3211,3
IDFM:C01512,Bus,3249,3
IDFM:C01513,Bus,3246,3
IDFM:C01518,Bus,3207,3
IDFM:C01011,Bus,3455,3
IDFM:C01724,Bus,3210,3
IDFM:C01725,Bus,3217,3
IDFM:C01008,Bus,3458,3
IDFM:C01003,Bus,3453,3
IDFM:C02273,Bus,3662,3
IDFM:C01726,Bus,3259,3
IDFM:C02056,Bus,3245,3
IDFM:C02432,Bus,3254,3
IDFM:C02433,Bus,3255,3
IDFM:C02435,Bus,3247,3
IDFM:C02436,Bus,3248,3
IDFM:C01002,Bus,3451,3
IDFM:C00820,Bus,3530,3
IDFM:C00818,Bus,3431,3
IDFM:C00817,Bus,3432,3
IDFM:C02274,Bus,3663,3
IDFM:C02275,Bus,3664,3
IDFM:C00821,Bus,3534,3
IDFM:C00822,Bus,3540,3
IDFM:C00823,Bus,3543,3
IDFM:C00813,Bus,3443,3
IDFM:C00824,Bus,3510,3
IDFM:C02276,Bus,3631,3
IDFM:C00826,Bus,3515,3
IDFM:C00830,Bus,3536,3
IDFM:C00831,Bus,3544,3
IDFM:C00832,Bus,3501,3
IDFM:C02280,Bus,3666,3
IDFM:C01004,Bus,3550,3
IDFM:C01005,Bus,3556,3
IDFM:C00797,Bus,3412,3
IDFM:C01006,Bus,3557,3
IDFM:C01958,Bus,3531,3
IDFM:C01959,Bus,3532,3
IDFM:C01960,Bus,3533,3
IDFM:C01961,Bus,3535,3
IDFM:C01962,Bus,3541,3
IDFM:C01963,Bus,3506,3
IDFM:C01964,Bus,3542,3
IDFM:C01965,Bus,3511,3
IDFM:C01966,Bus,3512,3
IDFM:C01967,Bus,3513,3
IDFM:C01969,Bus,3516,3
IDFM:C01970,Bus,3517,3
IDFM:C01973,Bus,3537,3
IDFM:C01974,Bus,3546,3
IDFM:C02031,Bus,3514,3
IDFM:C02610,Bus,3559,3
IDFM:C00792,Bus,3445,3
IDFM:C00790,Bus,3442,3
IDFM:C00789,Bus,3441,3
IDFM:C00446,Bus,1518,3
IDFM:C00623,Bus,2291,3
IDFM:C02621,Bus,3142,3
IDFM:C02620,Bus,3141,3
IDFM:C02619,Bus,3108,3
IDFM:C02520,Bus,3116,3
IDFM:C02128,Bus,3138,3
IDFM:C02127,Bus,3136,3
IDFM:C02126,Bus,3135,3
IDFM:C02125,Bus,3131,3
IDFM:C02124,Bus,3148,3
IDFM:C02121,Bus,3130,3
IDFM:C02120,Bus,3126,3
IDFM:C02109,Bus,3143,3
IDFM:C02108,Bus,3140,3
IDFM:C00315,Bus,1514,3
IDFM:C02283,Bus,3657,3
IDFM:C02091,Bus,3125,3
IDFM:C02284,Bus,3658,3
IDFM:C02090,Bus,3122,3
IDFM:C02089,Bus,3128,3
IDFM:C02088,Bus,3129,3
IDFM:C02293,Bus,3660,3
IDFM:C01052,Bus,3132,3
IDFM:C01045,Bus,3124,3
IDFM:C01044,Bus,3120,3
IDFM:C00803,Bus,3106,3
IDFM:C00886,Bus,3656,3
IDFM:C00597,Bus,449,3
IDFM:C02111,Bus,443,3
IDFM:C02112,Bus,444,3
IDFM:C02426,Bus,441,3
IDFM:C02427,Bus,442,3
IDFM:C02428,Bus,446,3
IDFM:C02429,Bus,447,3
IDFM:C02430,Bus,448,3
IDFM:C02728,Bus,3772,3
IDFM:C02727,Bus,3777,3
IDFM:C02726,Bus,3771,3
IDFM:C00026,Bus,3147,3
IDFM:C00025,Bus,3146,3
IDFM:C00024,Bus,3109,3
IDFM:C00020,Bus,3115,3
IDFM:C00019,Bus,3123,3
IDFM:C00016,Bus,3114,3
IDFM:C01310,Bus,372,3
IDFM:C00014,Bus,3110,3
IDFM:C00012,Bus,3107,3
IDFM:C00011,Bus,3105,3
IDFM:C00010,Bus,3104,3
IDFM:C00009,Bus,3103,3
IDFM:C01307,Bus,367,3
IDFM:C02194,Bus,3776,3
IDFM:C02191,Bus,3778,3
IDFM:C01302,Bus,355,3
IDFM:C00083,Bus,4553,3
IDFM:C00667,Bus,4516,3
IDFM:C00871,Bus,3733,3
IDFM:C00681,Bus,4538,3
IDFM:C00964,Bus,4582,3
IDFM:C00971,Bus,4570,3
IDFM:C00972,Bus,4555,3
IDFM:C01673,Bus,4583,3
IDFM:C01703,Bus,4571,3
IDFM:C01704,Bus,4572,3
IDFM:C01705,Bus,4573,3
IDFM:C01706,Bus,4574,3
IDFM:C01763,Bus,4554,3
IDFM:C01950,Bus,4532,3
IDFM:C02039,Bus,4580,3
IDFM:C02065,Bus,4581,3
IDFM:C02398,Bus,4577,3
IDFM:C02682,Bus,4584,3
IDFM:C00122,Bus,6283,3
IDFM:C00327,Bus,6281,3
IDFM:C00328,Bus,6282,3
IDFM:C00868,Bus,3732,3
IDFM:C02175,Bus,5187,3
IDFM:C02174,Bus,5186,3
IDFM:C02173,Bus,5185,3
IDFM:C02172,Bus,5184,3
IDFM:C02171,Bus,5183,3
IDFM:C01793,Bus,5198,3
IDFM:C01668,Bus,5197,3
IDFM:C01282,Bus,319,3
IDFM:C00704,Bus,6213,3
IDFM:C00709,Bus,6285,3
IDFM:C00710,Bus,6286,3
IDFM:C01489,Bus,6216,3
IDFM:C01493,Bus,6280,3
IDFM:C01934,Bus,6284,3
IDFM:C02183,Bus,6253,3
IDFM:C02482,Bus,6288,3
IDFM:C00061,Bus,5116,3
IDFM:C00151,Bus,7816,3
IDFM:C01369,Bus,595,3
IDFM:C00497,Bus,5146,3
IDFM:C01543,Bus,7805,3
IDFM:C02637,Bus,5234,3
IDFM:C00054,Bus,5332,3
IDFM:C00057,Bus,5209,3
IDFM:C00060,Bus,5213,3
IDFM:C00062,Bus,7806,3
IDFM:C00064,Bus,5367,3
IDFM:C00571,Bus,5199,3
IDFM:C00545,Bus,5140,3
IDFM:C00112,Bus,5314,3
IDFM:C00119,Bus,5341,3
IDFM:C00124,Bus,5270,3
IDFM:C00125,Bus,5271,3
IDFM:C00126,Bus,5299,3
IDFM:C00137,Bus,5211,3
IDFM:C00138,Bus,5212,3
IDFM:C00163,Bus,5311,3
IDFM:C00164,Bus,5233,3
IDFM:C00165,Bus,5334,3
IDFM:C00166,Bus,5325,3
IDFM:C00543,Bus,5196,3
IDFM:C00542,Bus,5195,3
IDFM:C00541,Bus,5194,3
IDFM:C00540,Bus,5193,3
IDFM:C00168,Bus,5208,3
IDFM:C00539,Bus,5192,3
IDFM:C00538,Bus,5191,3
IDFM:C00537,Bus,5190,3
IDFM:C00536,Bus,5189,3
IDFM:C00535,Bus,5188,3
IDFM:C00172,Bus,5215,3
IDFM:C00173,Bus,5318,3
IDFM:C00175,Bus,5320,3
IDFM:C00177,Bus,5224,3
IDFM:C00178,Bus,5225,3
IDFM:C00179,Bus,5226,3
IDFM:C00180,Bus,5269,3
IDFM:C00181,Bus,5230,3
IDFM:C00630,Bus,2229,3
IDFM:C00307,Bus,1537,3
IDFM:C00279,Bus,5295,3
IDFM:C00414,Bus,5214,3
IDFM:C00422,Bus,5219,3
IDFM:C00423,Bus,5206,3
IDFM:C00424,Bus,5289,3
IDFM:C00488,Bus,5232,3
IDFM:C00489,Bus,5313,3
IDFM:C00494,Bus,5252,3
IDFM:C00498,Bus,5363,3
IDFM:C00862,Bus,3704,3
IDFM:C00502,Bus,5359,3
IDFM:C00504,Bus,5337,3
IDFM:C00505,Bus,5282,3
IDFM:C00506,Bus,5283,3
IDFM:C00507,Bus,5284,3
IDFM:C00508,Bus,5285,3
IDFM:C00509,Bus,5286,3
IDFM:C00510,Bus,5287,3
IDFM:C00511,Bus,5291,3
IDFM:C00512,Bus,5292,3
IDFM:C00513,Bus,5293,3
IDFM:C00514,Bus,5294,3
IDFM:C00515,Bus,5279,3
IDFM:C00516,Bus,5242,3
IDFM:C00517,Bus,5281,3
IDFM:C00518,Bus,5330,3
IDFM:C00519,Bus,5290,3
IDFM:C00522,Bus,5227,3
IDFM:C00523,Bus,5228,3
IDFM:C00524,Bus,5236,3
IDFM:C00531,Bus,5278,3
IDFM:C01718,Bus,5253,3
IDFM:C01719,Bus,5267,3
IDFM:C01720,Bus,5277,3
IDFM:C01874,Bus,5288,3
IDFM:C01951,Bus,7812,3
IDFM:C01952,Bus,5349,3
IDFM:C01954,Bus,5259,3
IDFM:C01957,Bus,5216,3
IDFM:C01980,Bus,5221,3
IDFM:C01981,Bus,5342,3
IDFM:C01982,Bus,5231,3
IDFM:C01983,Bus,5235,3
IDFM:C01984,Bus,5338,3
IDFM:C01985,Bus,5240,3
IDFM:C01986,Bus,5241,3
IDFM:C01987,Bus,5245,3
IDFM:C01988,Bus,5348,3
IDFM:C01989,Bus,5251,3
IDFM:C01991,Bus,5298,3
IDFM:C01992,Bus,5317,3
IDFM:C02443,Bus,5237,3
IDFM:C02444,Bus,5328,3
IDFM:C02446,Bus,5371,3
IDFM:C02640,Bus,Soir,3
IDFM:C02741,Bus,5297,3
IDFM:C02742,Bus,5296,3
IDFM:C00380,Bus,4277,3
IDFM:C02401,Bus,2485,3
IDFM:C02400,Bus,2484,3
IDFM:C00387,Bus,4274,3
IDFM:C02318,Bus,2470,3
IDFM:C02207,Bus,2475,3
IDFM:C02195,Bus,2480,3
IDFM:C02160,Bus,2482,3
IDFM:C00860,Bus,3774,3
IDFM:C02118,Bus,2459,3
IDFM:C02117,Bus,2458,3
IDFM:C02116,Bus,2457,3
IDFM:C02098,Bus,2455,3
IDFM:C02097,Bus,2454,3
IDFM:C02096,Bus,2453,3
IDFM:C02095,Bus,2452,3
IDFM:C02094,Bus,2451,3
IDFM:C02093,Bus,2450,3
IDFM:C02078,Bus,2472,3
IDFM:C00669,Bus,4280,3
IDFM:C00986,Bus,4271,3
IDFM:C02074,Bus,2462,3
IDFM:C02073,Bus,2461,3
IDFM:C02071,Bus,2456,3
IDFM:C02070,Bus,2411,3
IDFM:C00989,Bus,4275,3
IDFM:C00990,Bus,4276,3
IDFM:C01716,Bus,2471,3
IDFM:C01715,Bus,2416,3
IDFM:C01062,Bus,7701,3
IDFM:C01060,Bus,2425,3
IDFM:C01049,Bus,2466,3
IDFM:C01048,Bus,2465,3
IDFM:C01047,Bus,2464,3
IDFM:C01046,Bus,2463,3
IDFM:C01040,Bus,2460,3
IDFM:C00952,Bus,2476,3
IDFM:C00951,Bus,2474,3
IDFM:C00942,Bus,2492,3
IDFM:C00941,Bus,2406,3
IDFM:C01624,Bus,4244,3
IDFM:C00926,Bus,2422,3
IDFM:C01626,Bus,4213,3
IDFM:C00925,Bus,2483,3
IDFM:C00924,Bus,2404,3
IDFM:C00923,Bus,2421,3
IDFM:C00921,Bus,2481,3
IDFM:C00913,Bus,2491,3
IDFM:C00910,Bus,2490,3
IDFM:C00907,Bus,2414,3
IDFM:C00906,Bus,2413,3
IDFM:C00905,Bus,2412,3
IDFM:C01629,Bus,4218,3
IDFM:C02680,Bus,2343,3
IDFM:C02676,Bus,2376,3
IDFM:C02618,Bus,2327,3
IDFM:C02390,Bus,4272,3
IDFM:C02252,Bus,2331,3
IDFM:C02237,Bus,2325,3
IDFM:C02236,Bus,2305,3
IDFM:C00305,Bus,1533,3
IDFM:C02235,Bus,2324,3
IDFM:C02233,Bus,2348,3
IDFM:C02232,Bus,2333,3
IDFM:C02231,Bus,2332,3
IDFM:C02230,Bus,2326,3
IDFM:C02229,Bus,2349,3
IDFM:C01995,Bus,2375,3
IDFM:C02737,Bus,4270,3
IDFM:C02738,Bus,4278,3
IDFM:C02739,Bus,4279,3
IDFM:C01994,Bus,2351,3
IDFM:C00217,Bus,1346,3
IDFM:C00218,Bus,1347,3
IDFM:C00219,Bus,1348,3
IDFM:C00436,Bus,1353,3
IDFM:C00456,Bus,1351,3
IDFM:C00462,Bus,1316,3
IDFM:C00603,Bus,1304,3
IDFM:C00607,Bus,1309,3
IDFM:C02033,Bus,1349,3
IDFM:C02167,Bus,1352,3
IDFM:C02168,Bus,1354,3
IDFM:C00304,Bus,1511,3
IDFM:C00773,Bus,1237,3
IDFM:C00784,Bus,1241,3
IDFM:C02225,Bus,1255,3
IDFM:C02705,Bus,1257,3
IDFM:C00946,Bus,2361,3
IDFM:C00756,Bus,5490,3
IDFM:C00939,Bus,2354,3
IDFM:C00938,Bus,2353,3
IDFM:C00937,Bus,2352,3
IDFM:C00935,Bus,2350,3
IDFM:C00930,Bus,2346,3
IDFM:C00929,Bus,2342,3
IDFM:C00928,Bus,2341,3
IDFM:C00752,Bus,5470,3
IDFM:C00927,Bus,2340,3
IDFM:C00917,Bus,2322,3
IDFM:C00451,Bus,30-22,3
IDFM:C00751,Bus,5469,3
IDFM:C00452,Bus,30-23,3
IDFM:C00916,Bus,2321,3
IDFM:C00455,Bus,30-28,3
IDFM:C00458,Bus,30-31,3
IDFM:C00459,Bus,30-32,3
IDFM:C00460,Bus,30-33,3
IDFM:C00461,Bus,30-34,3
IDFM:C00463,Bus,30-37,3
IDFM:C00748,Bus,5451,3
IDFM:C00478,Bus,95-26,3
IDFM:C00487,Bus,3804,3
IDFM:C00744,Bus,5482,3
IDFM:C00741,Bus,5486,3
IDFM:C00901,Bus,2374,3
IDFM:C00740,Bus,5422,3
IDFM:C00899,Bus,2335,3
IDFM:C00738,Bus,5480,3
IDFM:C02462,Bus,1517,3
IDFM:C00262,Bus,2377,3
IDFM:C00737,Bus,5479,3
IDFM:C00736,Bus,5478,3
IDFM:C02472,Bus,4414,3
IDFM:C02470,Bus,4411,3
IDFM:C02453,Bus,4455,3
IDFM:C02452,Bus,4454,3
IDFM:C02451,Bus,4453,3
IDFM:C02450,Bus,4452,3
IDFM:C02449,Bus,4451,3
IDFM:C00735,Bus,5447,3
IDFM:C02431,Bus,4404,3
IDFM:C02297,Bus,4458,3
IDFM:C02296,Bus,4456,3
IDFM:C02271,Bus,4435,3
IDFM:C02270,Bus,4434,3
IDFM:C02186,Bus,4463,3
IDFM:C02185,Bus,4462,3
IDFM:C00028,Bus,501,3
IDFM:C02068,Bus,4418,3
IDFM:C00029,Bus,502,3
IDFM:C02067,Bus,4417,3
IDFM:C02066,Bus,4416,3
IDFM:C00030,Bus,E,3
IDFM:C02057,Bus,4406,3
IDFM:C01978,Bus,4433,3
IDFM:C01977,Bus,4432,3
IDFM:C00734,Bus,5476,3
IDFM:C01976,Bus,4431,3
IDFM:C01975,Bus,4430,3
IDFM:C01708,Bus,4436,3
IDFM:C01568,Bus,4457,3
IDFM:C00302,Bus,1513,3
IDFM:C00032,Bus,D,3
IDFM:C00984,Bus,4409,3
IDFM:C00983,Bus,4405,3
IDFM:C00982,Bus,4403,3
IDFM:C00979,Bus,4410,3
IDFM:C00978,Bus,4408,3
IDFM:C00977,Bus,4407,3
IDFM:C00976,Bus,4402,3
IDFM:C00975,Bus,4401,3
IDFM:C00974,Bus,4412,3
IDFM:C00973,Bus,4459,3
IDFM:C00970,Bus,4440,3
IDFM:C00969,Bus,4438,3
IDFM:C00967,Bus,4439,3
IDFM:C00176,Bus,4450,3
IDFM:C00167,Bus,4461,3
IDFM:C00097,Bus,4442,3
IDFM:C00082,Bus,4437,3
IDFM:C02478,Bus,6185,3
IDFM:C01693,Bus,6182,3
IDFM:C01692,Bus,6181,3
IDFM:C01691,Bus,6180,3
IDFM:C01690,Bus,6179,3
IDFM:C01689,Bus,6184,3
IDFM:C01688,Bus,6177,3
IDFM:C00708,Bus,6174,3
IDFM:C00707,Bus,6173,3
IDFM:C00706,Bus,6172,3
IDFM:C00705,Bus,6171,3
IDFM:C00527,Bus,6183,3
IDFM:C00525,Bus,6176,3
IDFM:C00301,Bus,1512,3
IDFM:C00040,Bus,6178,3
IDFM:C00039,Bus,6175,3
IDFM:C01426,Bus,2,3
IDFM:C02821,Bus,TàD 4306,3
IDFM:C02820,Bus,TàD 4318,3
IDFM:C02797,Bus,TàD 4308,3
IDFM:C02609,Bus,4349,3
IDFM:C02608,Bus,4348,3
IDFM:C02607,Bus,4347,3
IDFM:C02599,Bus,4318,3
IDFM:C02496,Bus,TàD 4301,3
IDFM:C02495,Bus,TàD 4305,3
IDFM:C02486,Bus,Soir,3
IDFM:C02393,Bus,4345,3
IDFM:C02387,Bus,4332,3
IDFM:C02221,Bus,4309,3
IDFM:C01548,Bus,701,3
IDFM:C02220,Bus,Soir,3
IDFM:C02026,Bus,4331,3
IDFM:C02025,Bus,4330,3
IDFM:C02024,Bus,4329,3
IDFM:C02023,Bus,4328,3
IDFM:C02022,Bus,4327,3
IDFM:C02021,Bus,4308,3
IDFM:C02020,Bus,4307,3
IDFM:C01812,Bus,4316,3
IDFM:C01811,Bus,4306,3
IDFM:C01765,Bus,4322,3
IDFM:C01764,Bus,4321,3
IDFM:C01016,Bus,4344,3
IDFM:C01014,Bus,4342,3
IDFM:C01013,Bus,4341,3
IDFM:C00391,Bus,4334,3
IDFM:C00382,Bus,4340,3
IDFM:C00322,Bus,4303,3
IDFM:C00319,Bus,4301,3
IDFM:C00104,Bus,4326,3
IDFM:C00102,Bus,4325,3
IDFM:C00101,Bus,4324,3
IDFM:C00100,Bus,4323,3
IDFM:C00092,Bus,4305,3
IDFM:C02769,Bus,Soir,3
IDFM:C02104,Bus,4156,3
IDFM:C02103,Bus,4155,3
IDFM:C01570,Bus,4122,3
IDFM:C02463,Bus,1527,3
IDFM:C00601,Bus,4153,3
IDFM:C00600,Bus,4152,3
IDFM:C00592,Bus,4110,3
IDFM:C00589,Bus,4154,3
IDFM:C00842,Bus,3775,3
IDFM:C00299,Bus,1510,3
IDFM:C00840,Bus,3779,3
IDFM:C01595,Bus,644,3
IDFM:C01258,Bus,278,3
IDFM:C01257,Bus,276,3
IDFM:C02130,Bus,3s,3
IDFM:C02131,Bus,6,3
IDFM:C00379,Bus,4121,3
IDFM:C02132,Bus,9s,3
IDFM:C02135,Bus,7s,3
IDFM:C02138,Bus,4s,3
IDFM:C02139,Bus,8s,3
IDFM:C02240,Bus,500,3
IDFM:C00374,Bus,4151,3
IDFM:C00366,Bus,4161,3
IDFM:C00365,Bus,4160,3
IDFM:C00880,Bus,3603,3
IDFM:C00364,Bus,4159,3
IDFM:C00363,Bus,4150,3
IDFM:C02672,Bus,2284,3
IDFM:C02671,Bus,2283,3
IDFM:C02670,Bus,2282,3
IDFM:C02669,Bus,2281,3
IDFM:C02455,Bus,2280,3
IDFM:C02852,Bus,1119,3
IDFM:C02830,Bus,9514,3
IDFM:C01658,Bus,415,3
IDFM:C01657,Bus,418,3
IDFM:C00339,Bus,401,3
IDFM:C02818,Bus,4652,3
IDFM:C02817,Bus,4654,3
IDFM:C02816,Bus,4670,3
IDFM:C02815,Bus,4672,3
IDFM:C02814,Bus,4674,3
IDFM:C02813,Bus,4673,3
IDFM:C02812,Bus,4671,3
IDFM:C02811,Bus,4666,3
IDFM:C02810,Bus,4665,3
IDFM:C02809,Bus,4627,3
IDFM:C02493,Bus,TAD,3
IDFM:C02396,Bus,4651,3
IDFM:C02382,Bus,4662,3
IDFM:C02355,Bus,4618,3
IDFM:C02316,Bus,4626,3
IDFM:C02224,Bus,4659,3
IDFM:C02155,Bus,4615,3
IDFM:C01195,Bus,174,3
IDFM:C00911,Bus,2264,3
IDFM:C01766,Bus,4636,3
IDFM:C01711,Bus,4642,3
IDFM:C01699,Bus,4622,3
IDFM:C01698,Bus,4621,3
IDFM:C00879,Bus,3602,3
IDFM:C01697,Bus,4602,3
IDFM:C02414,Bus,1118,3
IDFM:C02413,Bus,1143,3
IDFM:C00636,Bus,2244,3
IDFM:C01654,Bus,4664,3
IDFM:C01653,Bus,4663,3
IDFM:C01651,Bus,4661,3
IDFM:C01569,Bus,9108,3
IDFM:C01567,Bus,4606,3
IDFM:C00814,Bus,3665,3
IDFM:C01566,Bus,9105,3
IDFM:C01561,Bus,4609,3
IDFM:C00687,Bus,4644,3
IDFM:C00680,Bus,4617,3
IDFM:C00676,Bus,4613,3
IDFM:C01791,Bus,1136,3
IDFM:C01790,Bus,1135,3
IDFM:C01789,Bus,1134,3
